cpu,mb,gpu,ram,psu,storage,total_price,benchmark_cpu,passmark_gpu,cpu_scaled,gpu_scaled,final_score,level
Intel Core i7-7700HQ @ 2.80GHz,MAINBOARD (1151) LONGWELL H110-D4C DDR4 (REV. 2.0),GeForce GTX 1050 Ti,RAM DDR4(3200) 32GB (16GBX2) BLACKBERRY MAXIMUS x1,POWER SUPPLY (FULL) 600W AEROCOOL SUPERB,500 GB SSD M.2 PCIe 4.0 KINGSTON NV3 (SNV3S/500G) NVMe M.2 2280,24208.36,6884,6357,0.09613956941351151,0.18248554312822468,0.12204336152792546,General Admin
AMD Ryzen 5 9600X,MAINBOARD (AM5) ASUS TUF GAMING B650M-PLUS WIFI DDR5,Radeon RX 560,RAM DDR5(5600) 32GB (16GBX2) CORSAIR VENGEANCE BLACK (CMK32GX5M2B5600C40) x1,POWER SUPPLY (80+ PLATINUM) 1000W GIGABYTE AORUS P1000W (GP-AE1000PM PG5),1 TB SSD M.2 PCIe 3.0 WD RED NAS SN700 (WDS100T1R0C) NVMe M.2 2280,42236.08,30043,3681,0.4267745988235966,0.08982305481491742,0.32568913562099283,General Admin
Intel Core i3-13100F,MAINBOARD (1700) ASROCK B760M PRO RS DDR4,Radeon RX 560,RAM DDR4(3200) 16GB LEXAR THOR OC DARK GREY (LD4BU016G-R3200GSXG) x1,POWER SUPPLY (80+ WHITE) 650W SILVERSTONE STRIDER 650W (SST-ST650-EFA),1 TB SSD M.2 PCIe 4.0 SAMSUNG 990 EVO PLUS (MZ-V9S1T0BW) NVMe M.2 2280,25824.088799999998,14662,3681,0.20718405573639426,0.08982305481491742,0.1719757554599512,General Admin
AMD Ryzen 5 PRO 4655G,MAINBOARD (AM4) ASROCK B550M PHANTOM GAMING4,Radeon RX 580,RAM DDR4(2400) 8GB BLACKBERRY MAXIMUS x2,POWER SUPPLY (80+ GOLD) 850W SILVERSTONE DA850W (SST-DA850R-GMA),1 TB SSD M.2 PCIe 5.0 SAMSUNG 9100 PRO (MZ-VAP1T0BW) NVMe M.2 2280,24142.5384,16181,8791,0.22887042430472274,0.2667682398975034,0.24023976898255694,General Admin
Intel Core i7-11700K @ 3.60GHz,MAINBOARD (1200) LONGWELL H410-VH DDR4,Radeon RX 9070,RAM DDR4(3200) 16GB ADATA D35G XPG WHITE (AX4U320016G16A-SWHD35) x2,POWER SUPPLY (80+ BRONZE) 750W THERMALTAKE SMART BX1,1 TB SSD M.2 PCIe 3.0 WD RED NAS SN700 (WDS100T1R0C) NVMe M.2 2280,45348.96,24344,25403,0.34541145565644454,0.8419959139859414,0.49438679315529355,Smart Office
Intel Core i5-11400 @ 2.60GHz,MAINBOARD (1200) LONGWELL H510-PRO DDR4,Quadro M2000,RAM DDR4(3200) 16GB KINGSTON FURY BEAST (KF432C16BB1/16WP) x1,POWER SUPPLY (80+ PLATINUM) 850W SEGOTEP PM 850W,1 TB SSD M.2 PCIe 4.0 HIKSEMI FUTURE NVMe M.2 2280,28269.2064,16661,4034,0.23572325966535318,0.10204646975310783,0.19562022269167956,General Admin
AMD Ryzen 5 8600G,MAINBOARD (AM5) ASROCK B850M PRO RS WIFI DDR5,Radeon RX 5700 XT,RAM DDR5(5600) 32GB (16GBX2) CORSAIR VENGEANCE BLACK (CMK32GX5M2B5600C40) x1,POWER SUPPLY (80+ BRONZE) 750W MSI MAG A750BN PCIE5,500 GB SSD M.2 PCIe 4.0 GIGABYTE AORUS 5000E (AG450E500G-G 1.1),29392.88,25201,16123,0.35764662212323683,0.5206551473388968,0.4065491796879348,Smart Office
AMD Ryzen 3 1200,MAINBOARD (AM4) ASROCK A520M-HVS DDR4,GeForce RTX 3050 OEM,RAM DDR4(3200) 32GB (16GBX2) CORSAIR VENGEANCE LPX BLACK (CMK32GX4M2E3200C16) x1,POWER SUPPLY (80+ GOLD) 850W SEGOTEP GM850W WHITE,1 TB SSD M.2 PCIe 5.0 WD BLACK SN8100 (WDS100T1X0M) NVMe M.2 2280,28456.4,6259,11918,0.08721660670435727,0.3750476124519547,0.1735659084286365,General Admin
AMD Athlon XP 2400+,MAINBOARD (AM4) ASROCK B550M PHANTOM GAMING4,Radeon R9 370,RAM DDR4(2666) 16GB HYNIX 16 CHIP x1,POWER SUPPLY (80+ PLATINUM) 1300W DEEPCOOL PX1300P,1 TB SSD M.2 PCIe 4.0 WD SN5000 BLUE (WDS100T4B0E) NVMe M.2 2280,29829.288800000002,234,4722,0.0011992461881103304,0.12587000934935422,0.03860047513648349,General Admin
Intel Core i9-12900TE,MAINBOARD (1700) MSI PRO H610M-S DDR4,Quadro P620,RAM DDR4(3200) 16GB (8GBX2) APACER NOX RGB BLACK (AH4U16G32C28YNBAA-2) x2,POWER SUPPLY (80+ PLATINUM) 850W GIGABYTE AORUS P850W (GP-AE850 PM PG5 ICE),2 TB SSD M.2 PCIe 4.0 KINGSTON NV3 (SNV3S/2000G) NVMe M.2 2280,58309.28,24017,3703,0.340742961567015,0.09058485404619276,0.2656955293107683,General Admin
Intel Core i9-14900KF,MAINBOARD (1700) ASROCK B760M PRO RS WIFI DDR5,GeForce RTX 3060 12GB,RAM DDR5(4800) 16GB BLACKBERRY x2,POWER SUPPLY 450W DTECH PW029 (B/P),256 GB SSD M.2 PCIe 3.0 HIKSEMI CITY E3000 (STD) NVMe M.2 2280,41566.6088,58328,16752,0.8305921991890811,0.542435679905814,0.7441452434041009,Dev & Data Pro
AMD Ryzen 5 7500F,MAINBOARD (AM5) ASROCK B850M-X DDR5,Radeon RX 6650 XT,RAM DDR5(5200) 32GB (16GBX2) BLACKBERRY 5200 PRO SERIES BLACK x1,POWER SUPPLY (80+ WHITE) 550W SILVERSTONE (SST-ST550-EF),1 TB SSD M.2 PCIe 3.0 HIKSEMI CITY E3000 NVMe M.2 2280,34263.572,26627,17120,0.37800525384044315,0.555178503410783,0.43115722871154505,Smart Office
Intel Core i5-8500B @ 3.00GHz,MAINBOARD (1151V2) GIGABYTE H310M M.2 2.0 DDR4 (REV. 1.3),Radeon R7 430,RAM DDR4(3200) 16GB KINGBANK KJXS SILVER x1,POWER SUPPLY (CYBENETICS PLATINUM) 750W CORSAIR RM750E (CP-9020295-NA),2 TB SSD M.2 PCIe 4.0 WD SN5000 BLUE (WDS200T4B0E) NVMe M.2 2280,23635.04,8870,1087,0.12449317571812002,0.0,0.08714522300268401,General Admin
Intel Core i5-14500,MAINBOARD (1700) GIGABYTE H610M H V3 DDR4 (REV. 1.0),GeForce RTX 5050,RAM DDR4(3200) 32GB (16GBx2) BLACKBERRY 3200 PRO SERIES WHITE x2,POWER SUPPLY (80+ PLATINUM) 1000W ASUS ROG LOKI 1000P SFX,1 TB SSD M.2 PCIe 4.0 KINGSTON NV3 (SNV3S/1000G) NVMe M.2 2280,50352.4888,31024,17381,0.4407800810918851,0.5642162124727311,0.47781092050613894,Smart Office
AMD Ryzen 3 3300X,MAINBOARD (AM4) ASROCK B450M STEEL LEGEND DDR4,GeForce GTX 1660 SUPER,RAM DDR4(3200) 32GB (16GBX2) KINGSTON FURY BEAST RGB (KF432C16BB12AK2/32WP) x1,POWER SUPPLY (80+ WHITE) 550W SILVERSTONE (SST-ST550-EF),256 GB SSD M.2 PCIe 3.0 HIKSEMI CITY E3000 (STD) NVMe M.2 2280,21909.4,12588,12684,0.1775740962823368,0.40157207659545,0.24477349037627077,General Admin
Intel Core i5-7500T @ 2.70GHz,MAINBOARD (1151) LONGWELL H110-D4C DDR4 (REV. 2.0),Radeon RX 550,RAM DDR4(3200) 16GB (8GBX2) APACER NOX RGB BLACK (AH4U16G32C28YNBAA-2) x1,POWER SUPPLY (CYBENETICS PLATINUM) 1050W MONTECH CENTURY II,1 TB SSD M.2 PCIe 4.0 SANDISK EXTREME G26 (SDSSDX3N-1T00-G26) NVMe M.2 2280,23388.9816,5232,2690,0.07255439438067501,0.055507462169742734,0.06744031471739532,General Admin
Intel Xeon E-2478,MAINBOARD (1700) ASUS PRIME H610M-F DDR4 R2.0,GeForce GTX 1060 3GB,RAM DDR4(3200) 32GB ADATA 16 CHIP (AD4U320032G22-SGN) x2,POWER SUPPLY (80+ WHITE) 600W MSI MAG A600DN,500 GB SSD M.2 PCIe 4.0 WD BLACK SN7100 (WDS500G4X0E) NVMe M.2 2280,38482.72,27817,9829,0.39499457483867284,0.3027113127185845,0.3673095962026463,General Admin
Intel Core i7-8665UE @ 1.70GHz,MAINBOARD (1151V2) LONGWELL H310-D4N V3 DDR4,Tesla M6,RAM DDR4(2666) 16GB BLACKBERRY MAXIMUS GRAY x2,POWER SUPPLY (FULL) 550W TSUNAMI EXTREMEX EX550,1 TB SSD M.2 PCIe 4.0 SANDISK EXTREME G26 (SDSSDX3N-1T00-G26) NVMe M.2 2280,32733.08,4852,6224,0.06712923305350921,0.1778801205027875,0.1003544992882927,General Admin
AMD Ryzen 7 5700X,MAINBOARD (AM4) GIGABYTE B450M DS3H V3 DDR4 (REV. 1.5),GeForce GTX 1060,RAM DDR4(3200) 8GB HIKSEMI FUTURE WHITE RGB (HSC408U32F4) x2,POWER SUPPLY (80+ BRONZE) 750W MSI MAG A750BN PCIE5,500 GB SSD M.2 PCIe 4.0 GIGABYTE AORUS 5000E (AG450E500G-G 1.1),19545.6888,26604,10056,0.37767688881274625,0.31057169569583437,0.35754533087767265,General Admin
Intel Core i7-8700K @ 3.70GHz,MAINBOARD (1151V2) GIGABYTE H310M M.2 2.0 DDR4 (REV. 1.3),GeForce RTX 3050 6GB,RAM DDR4(3200) 16GB (8GBX2) BLACKBERRY MAXIMUS GRAY x1,POWER SUPPLY (80+ PLATINUM) 1000W ASUS ROG LOKI 1000P SFX,500 GB SSD M.2 PCIe 4.0 LEXAR NM710 NVMe M.2 2280,28086.9384,13572,10765,0.19162240877162925,0.33512240728557086,0.2346724083258117,General Admin
Intel Core i7-13800HRE,MAINBOARD (1700) LONGWELL H610M-4 DDR4,Intel Arc A750,RAM DDR4(3200) 32GB (16GBX2) CORSAIR VENGEANCE LPX BLACK (CMK32GX4M2E3200C16) x2,POWER SUPPLY 650W OKER EB-650,1 TB SSD M.2 PCIe 3.0 HIKSEMI CITY E3000 NVMe M.2 2280,41620.520000000004,19884,12606,0.2817371937639198,0.39887115204820117,0.31687738124920417,General Admin
Intel Core i7-10700E @ 2.90GHz,MAINBOARD (1200) LONGWELL H510-PRO DDR4,Tesla M60,RAM DDR4(3200) 32GB ADATA 16 CHIP (AD4U320032G22-SGN) x1,POWER SUPPLY (80+ PLATINUM) 1000W GIGABYTE AORUS P1000W (GP-AE1000PM PG5),1 TB SSD M.2 PCIe 4.0 HIKSEMI FUTURE LITE NVMe M.2 2280,35609.6,16086,7002,0.22751413397293127,0.2048201114997057,0.22070592723096358,General Admin
Intel Core i7-9850HE @ 2.70GHz,MAINBOARD (1151V2) LONGWELL H310-D4N V3 DDR4,Tesla M60,RAM DDR4(3200) 16GB HIKSEMI ARMOR WHITE (HSC416U32E2) x2,POWER SUPPLY (80+ GOLD) 850W CORSAIR SERIES RM850E (CP-9020296-NA),1 TB SSD M.2 PCIe 4.0 SANDISK EXTREME G26 (SDSSDX3N-1T00-G26) NVMe M.2 2280,34532.4,9972,7002,0.1402261435669008,0.2048201114997057,0.15960433394674226,General Admin
Intel Core i9-13900TE,MAINBOARD (1700) ASROCK B760M PRO RS DDR4,Radeon R9 270 / R7 370,RAM DDR4(3200) 32GB (16GBx2) BLACKBERRY 3200 PRO SERIES WHITE x2,POWER SUPPLY (80+ BRONZE) 700W ITSONAS AURORA ARGB,1 TB SSD M.2 PCIe 4.0 WD SN5000 BLUE (WDS100T4B0E) NVMe M.2 2280,46570.479999999996,20602,4259,0.2919878933241962,0.10983759825478723,0.23734280480337352,General Admin
Intel Core i7-13790F,MAINBOARD (1700) ASROCK H610M-H2/M.2 DDR5,GeForce RTX 3070 Ti,RAM DDR5(5200) 64GB (32GBX2) KINGSTON FURY BEAST (KF552C40BBK2-64) x2,POWER SUPPLY (80+ GOLD) 850W ASUS TUF GAMING 850G,250 GB SSD M.2 PCIe 4.0 GIGABYTE (G440E250G) NVMe M.2 2280,73574.7088,42202,23275,0.600365484552567,0.7683091519789467,0.6507485847804808,Dev & Data Pro
Intel Core i7-12700TE,MAINBOARD (1700) ASUS B760M-AYW WIFI DDR5,Tesla P40,RAM DDR5(5200) 32GB (16GBX2) APACER GAMING BLACK (AH5U32G52C5227BAA-2) x2,POWER SUPPLY (80+ GOLD) 1200W ASUS TUF GAMING 1200G,1 TB SSD M.2 PCIe 4.0 SAMSUNG 990 EVO PLUS (MZ-V9S1T0BW) NVMe M.2 2280,68015.28,19946,11595,0.2826223516646679,0.3638630146473216,0.306994550559464,General Admin
AMD Ryzen 7 1700X,MAINBOARD (AM4) ASROCK B450M HDV DDR4 R4.0,Radeon R7 430,RAM DDR4(3200) 16GB BLACKBERRY ASGARD x1,POWER SUPPLY 450W DTECH PW053 SFX,1 TB SSD M.2 PCIe 5.0 SAMSUNG 9100 PRO (MZ-VAP1T0BW) NVMe M.2 2280,17624.088799999998,15623,1087,0.2209040031979898,0.0,0.15463280223859285,General Admin
Intel Core i9-13900TE,MAINBOARD (1700) ASUS PRIME B760M-A-WIFI-CSM DDR5,GeForce RTX 4060 Ti,RAM DDR5(5600) 32GB (16GBX2) CORSAIR VENGEANCE BLACK (CMK32GX5M2B5600C40) x2,POWER SUPPLY (CYBENETICS GOLD) 750W EINAREX NEXUS MASTER L1 BLACK (EXPS-NL1-750-BK),1 TB SSD M.2 PCIe 4.0 WD SN5000 BLUE (WDS100T4B0E) NVMe M.2 2280,66710.48,20602,22632,0.2919878933241962,0.7460438380830362,0.4282046767518482,Smart Office
Intel Xeon E3-1285 v6 @ 4.10GHz,MAINBOARD (1151) LONGWELL H110-D4C DDR4 (REV. 2.0),GeForce RTX 3090,RAM DDR4(3200) 32GB (16GBX2) BLACKBERRY MAXIMUS GRAY x2,POWER SUPPLY 620W TSUNAMI EXTREME+PRO,1 TB SSD M.2 PCIe 4.0 HIKSEMI FUTURE NVMe M.2 2280,72487.244,9552,26557,0.13422991262634915,0.8819557463901105,0.35854766275547756,General Admin
AMD Ryzen 9 7950X3D,MAINBOARD (AM5) MSI PRO X870-P WIFI DDR5,GeForce RTX 3050 8GB,RAM DDR5(5200) 16GB KINGSTON FURY BEAST RGB WHITE (KF552C40BWA-16) x2,POWER SUPPLY (80+ BRONZE) 650W ANTEC ATOM B650,2 TB SSD M.2 PCIe 4.0 WD SN5000 BLUE (WDS200T4B0E) NVMe M.2 2280,52131.0904,62317,12509,0.8875421163839872,0.3955123099830327,0.7399331744637008,Dev & Data Pro
Intel Core i7-11700 @ 2.50GHz,MAINBOARD (1200) LONGWELL H510-PRO DDR4,GeForce RTX 3050 6GB,RAM DDR4(3200) 32GB (16GBx2) BLACKBERRY 3200 PRO SERIES WHITE x1,POWER SUPPLY (80+ SILVER) 550W GIGABYTE P-550SS (GP-550SS),1 TB SSD M.2 PCIe 4.0 HIKSEMI FUTURE NVMe M.2 2280,30908.192,20642,10765,0.2925589629375821,0.33512240728557086,0.3053279962419787,General Admin
Intel Core i7-12700T,MAINBOARD (1700) MSI PRO H610M-S DDR4,Radeon RX Vega 56,RAM DDR4(3200) 16GB KINGSTON FURY BEAST RGB (KF432C16BB12A/16WP) x2,POWER SUPPLY (80+ WHITE) 550W THERMALTAKE TR2 S (PS-TRS-0550NNSAWE-H),256 GB SSD M.2 PCIe 3.0 HIKSEMI CITY E3000 (STD) NVMe M.2 2280,35829.68,21235,13005,0.3010250699560276,0.4126874199245127,0.33452377494657315,General Admin
AMD Ryzen 5 9600X,MAINBOARD (AM5) ASROCK B850 LIVEMIXER WIFI DDR5,GeForce RTX 3070,RAM DDR5(5600) 96GB (48GBX2) G.SKILL TRIDENT Z5 RGB BLACK (F5-5600J4040D48GX2-TZ x2,POWER SUPPLY (80+ GOLD) 1000W NZXT BLACK (PA-0G2BB-US),1 TB SSD M.2 PCIe 4.0 HIKSEMI FUTURE NVMe M.2 2280,182656.08000000002,30043,22138,0.4267745988235966,0.7289379826171267,0.5174236139616556,Smart Office
Intel Core i3-9100HL @ 1.60GHz,MAINBOARD (1151V2) LONGWELL H310-H3M DDR4 (REV. 2.0),Intel Arc A750,RAM DDR4(3200) 16GB APACER NOX BLACK (AH4U16G32C28YMBAA-1) x1,POWER SUPPLY (80+ SILVER) 550W GIGABYTE P-550SS (GP-550SS),500 GB SSD M.2 PCIe 3.0 SANDISK PLUS G26 (SDSSDA3N-500G-G26) NVMe M.2 2280,23287.0,3454,12606,0.047170350065673,0.39887115204820117,0.15268059066043144,General Admin
Intel Core i5-6400 @ 2.70GHz,MAINBOARD (1151) LONGWELL H110-D4C DDR4 (REV. 2.0),Radeon RX 560,RAM DDR4(3200) 16GB HYNIX 16 CHIP x1,POWER SUPPLY (80+ BRONZE) 650W ITSONAS DARK FOREST SFX,500 GB SSD M.2 PCIe 4.0 WD BLACK SN7100 (WDS500G4X0E) NVMe M.2 2280,20316.682399999998,5174,3681,0.0717263434412655,0.08982305481491742,0.07715535685336107,General Admin
Intel Core i9-12900F,MAINBOARD (1700) ASROCK B760 PRO RS DDR5,Quadro M2200,RAM DDR5(4800) 16GB ADATA (AD5U480016G-B) x2,POWER SUPPLY (80+ SILVER) 600W ITSONAS DARK FOREST 1U FLEX (DF-FX600) SFX,1 TB SSD M.2 PCIe 4.0 HIKSEMI FUTURE NVMe M.2 2280,44314.0888,35816,4288,0.5091942207755126,0.11084178815055926,0.38968849098802655,General Admin
Intel Core i3-12100T,MAINBOARD (1700) COLORFUL H610M-D V20 DDR5,GeForce RTX 2060,RAM DDR5(5200) 32GB (16GBX2) APACER GAMING BLACK (AH5U32G52C5227BAA-2) x1,POWER SUPPLY (80+ GOLD) 1000W COOLER MASTER ELITE GOLD 1000 (MPW-A001-AFAG-BEU),128 GB SSD M.2 PCIe 3.0 HIKSEMI WAVE (P) NVMe M.2 2280,28446.64,12443,14103,0.175503968933813,0.45070812701270824,0.2580652163574816,General Admin
AMD Athlon XP 2700+,MAINBOARD (AM4) MSI B550M PRO VDH WIFI DDR4,Radeon RX 480,RAM DDR4(3200) 16GB (8GBX2) CORSAIR VENGEANCE LPX BLACK (CMK16GX4M2E3200C16) x1,POWER SUPPLY (80+ BRONZE) 550W ITSONAS DARK FOREST SFX,2 TB SSD M.2 PCIe 4.0 KINGSTON NV3 (SNV3S/2000G) NVMe M.2 2280,30198.6648,256,8538,0.00151333447547256,0.2580075487378372,0.07846159875418196,General Admin
Intel Core i3-8100 @ 3.60GHz,MAINBOARD (1151V2) LONGWELL H310-D4N V3 DDR4,GeForce GTX 1080 Ti,RAM DDR4(3200) 32GB (16GBX2) APACER PANTHER GOLDEN (AH4U32G32C28Y7GAA-2) x1,POWER SUPPLY (80+ GOLD) 850W SEGOTEP GM850W WHITE,500 GB SSD M.2 PCIe 4.0 GIGABYTE AORUS 5000E (AG450E500G-G 1.1),23040.5488,6064,18590,0.08443264233910114,0.6060805429550885,0.24092701252389737,General Admin
AMD Ryzen 5 PRO 4655G,MAINBOARD (AM4) LONGWELL A320M-VH DDR4,GeForce RTX 3070 Ti,RAM DDR4(3200) 16GB HIKSEMI ARMOR BLACK (HSC416U32D2)Recommend x1,POWER SUPPLY (80+ BRONZE) 650W ITSONAS DARK FOREST SFX,500 GB SSD M.2 PCIe 4.0 GIGABYTE AORUS 5000E (AG450E500G-G 1.1),28072.5384,16181,23275,0.22887042430472274,0.7683091519789467,0.39070204260698993,General Admin
AMD Athlon 7750 Dual-Core,MAINBOARD (AM4) LONGWELL B450M-VDH DDR4,GeForce RTX 4070 SUPER,RAM DDR4(3200) 16GB HIKSEMI ARMOR PURPLE (HSC416U32Z2) x2,POWER SUPPLY (80+ BRONZE) 600W ITSONAS AURORA ARGB,1 TB SSD M.2 PCIe 4.0 SANDISK EXTREME G26 (SDSSDX3N-1T00-G26) NVMe M.2 2280,40249.288799999995,997,29966,0.012092399063445834,1.0,0.3084646793444121,General Admin
Intel Core i5-10500 @ 3.10GHz,MAINBOARD (1200) LONGWELL H410-VH DDR4,Intel Arc A770,RAM DDR4(3200) 32GB (16GBX2) BLACKBERRY MAXIMUS GRAY x1,POWER SUPPLY (80+ SILVER) 650W GIGABYTE P-650SS ICE (GP-650SS ICE),2 TB SSD M.2 PCIe 5.0 LEXAR NQ790 NVMe M.2 2280,30879.7656,13001,13347,0.18347039004054594,0.4245299352470654,0.2557882536025018,General Admin
Intel Core i5-9500 @ 3.00GHz,MAINBOARD (1151V2) GIGABYTE H310M M.2 2.0 DDR4 (REV. 1.3),GeForce RTX 4070 SUPER,RAM DDR4(3200) 16GB BLACKBERRY 16 CHIP (BBR16G32D16C) x2,POWER SUPPLY (CYBENETICS PLATINUM) 850W MONTECH CENTURY II,500 GB SSD M.2 PCIe 3.0 WD GREEN SN350 (WDS500G2G0C) NVMe M.2 2280,41580.509600000005,9853,29966,0.13852721146707783,1.0,0.3969690480269545,General Admin
Intel Core i9-13900KF,MAINBOARD (1700) GIGABYTE H610M K V2 DDR5 (REV. 1.0),Radeon RX 9060 XT 16GB,RAM DDR5(5200) 32GB (16GBX2) APACER NOX (AH5U32G52C502MBAA-2) x2,POWER SUPPLY 650W DTECH PW036,128 GB SSD M.2 PCIe 3.0 HIKSEMI WAVE (P) NVMe M.2 2280,60619.148799999995,57675,20069,0.8212694877505567,0.6572942276394612,0.772076909717228,Dev & Data Pro
Intel Core i5-10500 @ 3.10GHz,MAINBOARD (1200) LONGWELL H410-VH DDR4,Radeon R7 360,RAM DDR4(3200) 32GB (16GBX2) BLACKBERRY ASGARD (B16G32DASX2) x1,POWER SUPPLY (80+ WHITE) 550W SILVERSTONE (SST-ST550-EF),1 TB SSD M.2 PCIe 4.0 KLEVV CRAS C925G (K01TBM2SP0-25G) NVMe M.2 2280,22329.7656,13001,3126,0.18347039004054594,0.07060493784410818,0.14961075438161459,General Admin
AMD Athlon 240GE,MAINBOARD (AM4) LONGWELL A320M-VH DDR4,GeForce RTX 3050 6GB,RAM DDR4(3200) 32GB (16GBX2) BLACKBERRY ASGARD (B16G32DASX2) x1,POWER SUPPLY (80+ BRONZE) 650W ITSONAS FROZEN,1 TB SSD M.2 PCIe 4.0 WD BLACK SN7100 (WDS100T4X0E) NVMe M.2 2280,21923.1624,4566,10765,0.06304608531780023,0.33512240728557086,0.1446689819081314,General Admin
Intel Xeon E3-1270 v6 @ 3.80GHz,MAINBOARD (1151) LONGWELL H110-D4C DDR4 (REV. 2.0),Radeon RX 6700S,RAM DDR4(3200) 16GB APACER NOX RGB BLACK (AH4U16G32C28YNBAA-1) x1,POWER SUPPLY (80+ BRONZE) 650W DTECH PW023A,500 GB SSD M.2 PCIe 4.0 WD BLACK SN7100 (WDS500G4X0E) NVMe M.2 2280,26458.444,8959,15080,0.1257638056079036,0.4845389383288895,0.23339634542419935,General Admin
AMD Ryzen 5 PRO 4650G,MAINBOARD (AM4) LONGWELL B450M-VDH DDR4,T1000,RAM DDR4(2666) 16GB HIKSEMI (HSC416U26Z1) x2,POWER SUPPLY (80+ PLATINUM) 750W ASUS ROG-LOKI-750P,1 TB SSD M.2 PCIe 3.0 WD RED NAS SN700 (WDS100T1R0C) NVMe M.2 2280,40647.4144,16041,7650,0.22687168065787217,0.22725856158454244,0.22698774493587326,General Admin
Intel Core i3-10100 @ 3.60GHz,MAINBOARD (1200) LONGWELL H410-VH DDR4,Radeon RX 7900 GRE,RAM DDR4(2666) 16GB APACER (EL.16G2V.GNH) x2,POWER SUPPLY 450W DTECH PW030,2 TB SSD M.2 PCIe 5.0 LEXAR NQ790 NVMe M.2 2280,40918.2088,8511,27291,0.11936782593798184,0.9073721389244781,0.35576911983393067,General Admin
AMD Ryzen 7 7800X3D,MAINBOARD (AM5) ASUS B650M-AYW WIFI DDR5,GeForce GTX 1060 3GB,RAM DDR5(5200) 32GB KINGSTON FURY BEAST (KF552C40BB-32) x1,POWER SUPPLY (80+ PLATINUM) 1500W NZXT BLACK (PA-5P1BB-US),1 TB SSD M.2 PCIe 4.0 WD SN5000 BLUE (WDS100T4B0E) NVMe M.2 2280,45680.3376,34286,9829,0.48735080806350295,0.3027113127185845,0.4319589594600274,Smart Office
Intel Core i9-11900T @ 1.50GHz,MAINBOARD (1200) LONGWELL H410-VH DDR4,GeForce GTX 1080 Ti,RAM DDR4(3200) 16GB BLACKBERRY MAXIMUS GRAY x2,POWER SUPPLY 500W OKER SFX,1 TB SSD M.2 PCIe 4.0 KLEVV CRAS C925G (K01TBM2SP0-25G) NVMe M.2 2280,34461.68,18620,18590,0.2636913939809263,0.6060805429550885,0.36640813867317495,General Admin
AMD Ryzen 9 3950X,MAINBOARD (AM4) GIGABYTE B550 EAGLE WIFI6 DDR4 (REV. 1.0),Intel Arc,RAM DDR4(3200) 32GB (16GBX2) CORSAIR VENGEANCE LPX BLACK (CMK32GX4M2E3200C16) x2,POWER SUPPLY (80+ BRONZE) 700W ITSONAS AURORA ARGB,1 TB SSD M.2 PCIe 4.0 KLEVV CRAS C925G (K01TBM2SP0-25G) NVMe M.2 2280,47664.1256,38479,5491,0.547213180286677,0.15249835520620522,0.42879873276253544,Smart Office
Intel Core i9-9820X @ 3.30GHz,MAINBOARD (1151V2) GIGABYTE H310M M.2 2.0 DDR4 (REV. 1.3),GeForce GTX 1050,RAM DDR4(3200) 16GB HYNIX 8 CHIP x1,POWER SUPPLY 550W OKER EB-550W,128 GB SSD M.2 PCIe 3.0 HIKSEMI WAVE (P) NVMe M.2 2280,17213.247199999998,20520,5045,0.2908172006167552,0.13705460715398735,0.24468842257792484,General Admin
Intel Core i7-9700T @ 2.00GHz,MAINBOARD (1151V2) LONGWELL H310-D4N V3 DDR4,GeForce RTX 4070,RAM DDR4(3200) 16GB (8GBX2) APACER NOX RGB BLACK (AH4U16G32C28YNBAA-2) x2,POWER SUPPLY (FULL) 450W DTECH PW006,256 GB SSD M.2 PCIe 3.0 HIKSEMI WAVE (HS-SSD-WAVE(P) 256G) NVMe M.2 2280,44172.8096,10551,26914,0.14849237622066128,0.8943176702794419,0.37223996443829543,General Admin
AMD Ryzen 9 3950X,MAINBOARD (AM4) ASUS PRIME A520M-K DDR4,Intel Arc A310,RAM DDR4(3200) 16GB BLACKBERRY MAXIMUS x2,POWER SUPPLY (80+ GOLD) 1350W THERMALTAKE TOUGHPOWER GF3,1 TB SSD M.2 PCIe 4.0 HIKSEMI FUTURE LITE NVMe M.2 2280,40854.1256,38479,5451,0.547213180286677,0.15111326569479555,0.42838320590911255,Smart Office
AMD Ryzen 7 9850X3D,MAINBOARD (AM5) ASROCK B850M PRO RS WIFI DDR5,Radeon RX 570X,RAM DDR5(6400) 32GB (16GBX2) ZADAK SPARK RGB (ZD5-SPR64C55-32G2W2) x2,POWER SUPPLY (80+ PLATINUM) 1300W DEEPCOOL PX1300P,512 GB SSD M.2 PCIe 4.0 HIKSEMI FUTURE LITE NVMe M.2 2280,70158.88,41835,1923,0.5951259208497516,0.028948370788462206,0.42527265583136475,Smart Office
AMD Athlon XP 2000+,MAINBOARD (AM4) ASROCK B550M PHANTOM GAMING4,GeForce RTX 2070,RAM DDR4(3200) 16GB HIKSEMI ARMOR BLACK (HSC416U32D2)Recommend x1,POWER SUPPLY (80+ PLATINUM) 1500W NZXT BLACK (PA-5P1BB-US),512 GB SSD M.2 PCIe 4.0 HIKSEMI FUTURE LITE NVMe M.2 2280,30795.768799999998,195,16060,0.0006424533150591058,0.5184736313584266,0.15599180672806937,General Admin
