cpu,mb,gpu,ram,psu,storage,total_price,benchmark_cpu,passmark_gpu,cpu_scaled,gpu_scaled,final_score,level
Intel Xeon E-2478,MAINBOARD (1700) ASUS PRIME B760M-A-WIFI-CSM DDR5,RTX PRO 4500 Blackwell,RAM DDR5(5200) 16GB KINGSTON FURY BEAST RGB WHITE (KF552C40BWA-16) x2 (Total: 32.0GB),POWER SUPPLY (80+ GOLD) 1000W ASUS ROG STRIX AURA GAMING 1000G,1 TB SSD M.2 PCIe 4.0 KLEVV CRAS C925G (K01TBM2SP0-25G) NVMe M.2 2280 (1 TB),136662.72,27817,32430,0.3514584799975513,0.8258582279840029,0.6123783413900997,Pro Creator
AMD Ryzen 9 5900XT,MAINBOARD (AM4) ASROCK B550M PHANTOM GAMING4,GeForce RTX 5090,RAM DDR4(3200) 16GB LEXAR THOR OC DARK GREY (LD4BU016G-R3200GSXG) x2 (Total: 32.0GB),POWER SUPPLY (80+ GOLD) 850W SILVERSTONE DA850W (SST-DA850R-GMA),1 TB SSD M.2 PCIe 5.0 LEXAR NM990 NVMe M.2 2280 (1 TB),155043.32,43983,38918,0.5988644363502801,1.0,0.8194889963576261,Ultimate Workstation
Intel Core i7-13800HRE,MAINBOARD (1700) GIGABYTE B760M D3HP WIFI6 DDR5 (rev. 1.0),GeForce RTX 3080 Ti,RAM DDR5(5200) 64GB (32GBX2) KINGSTON FURY BEAST (KF552C40BBK2-64) x2 (Total: 128.0GB),POWER SUPPLY (80+ BRONZE) 850W ITSONAS FROZEN,1 TB SSD M.2 PCIe 4.0 HIKSEMI FUTURE NVMe M.2 2280 (1 TB),85545.52,19884,26795,0.2300511156683297,0.6746114824059908,0.47455931737404333,Entry Creator
AMD Ryzen 7 8700G,MAINBOARD (AM5) GIGABYTE X870 AORUS ELITE WIFI7 ICE DDR5 (REV. 1.1),GeForce RTX 3080,RAM DDR5(5200) 32GB (16GBX2) BLACKBERRY 5200 PRO SERIES WHITE x2 (Total: 64.0GB),POWER SUPPLY (80+ GOLD) 1000W SEGOTEP GM1000W,1 TB SSD M.2 PCIe 5.0 WD BLACK SN8100 (WDS100T1X0M) NVMe M.2 2280 (1 TB),66853.52,31657,25040,0.4102261944844051,0.6275062404380384,0.5297302197589034,Pro Creator
Intel Core i9-9980XE @ 3.00GHz,MAINBOARD (1151V2) LONGWELL H310-D4N V3 DDR4,Radeon PRO W6800,RAM DDR4(2666) 16GB HIKSEMI (HSC416U26Z1) x2 (Total: 32.0GB),POWER SUPPLY (80+ BRONZE) 650W ITSONAS DARK FOREST SFX,1 TB SSD M.2 PCIe 5.0 SAMSUNG 9100 PRO (MZ-VAP1T0BW) NVMe M.2 2280 (1 TB),101663.8488,31480,20158,0.4075173701447767,0.49647046192661776,0.4564415706247893,Entry Creator
Intel Core i7-8086K @ 4.00GHz,MAINBOARD (1151V2) LONGWELL H310-D4N V3 DDR4,Radeon Pro WX 3200,RAM DDR4(3200) 16GB BLACKBERRY PRO SERIES BLACK x2 (Total: 32.0GB),POWER SUPPLY 600W TSUNAMI EX600,1 TB SSD M.2 PCIe 4.0 SAMSUNG 990 EVO PLUS (MZ-V9S1T0BW) NVMe M.2 2280 (1 TB),28530.08,14070,2222,0.14107312295307767,0.015057573073516385,0.07176457051931896,Entry Creator
Intel Core i9-14900,MAINBOARD (1700) MSI B760 GAMING PLUS WIFI DDR5,Radeon Pro WX 3200,RAM DDR5(5600) 96GB (48GBX2) G.SKILL TRIDENT Z5 RGB BLACK (F5-5600J4040D48GX2-TZ x2 (Total: 192.0GB),POWER SUPPLY (80+ WHITE) 750W MONTECH AP750,1 TB SSD M.2 PCIe 5.0 WD BLACK SN8100 (WDS100T1X0M) NVMe M.2 2280 (1 TB),185529.8664,45166,2222,0.616969177558079,0.015057573073516385,0.28591779509156956,Entry Creator
AMD Ryzen 7 5800X3D,MAINBOARD (AM4) ASUS PRIME A520M-K DDR4,Quadro P520,RAM DDR4(3200) 32GB (16GBx2) BLACKBERRY 3200 PRO SERIES WHITE x2 (Total: 64.0GB),POWER SUPPLY (80+ GOLD) 1000w. ASUS TUF GAMING 1000G WHITE,1 TB SSD M.2 PCIe 5.0 SAMSUNG 9100 PRO (MZ-VAP1T0BW) NVMe M.2 2280 (1 TB),109303.6888,28300,2017,0.3588503565853509,0.009555251362160129,0.16673804871259598,Entry Creator
Intel Core i7-11700K @ 3.60GHz,MAINBOARD (1200) LONGWELL H410-VH DDR4,Quadro M2200,RAM DDR4(3200) 16GB ADATA 16 CHIP (AD4U320016G22-SGN) x2 (Total: 32.0GB),POWER SUPPLY (CYBENETICS PLATINUM) 850W MONTECH CENTURY II,1 TB SSD M.2 PCIe 5.0 WD BLACK SN8100 (WDS100T1X0M) NVMe M.2 2280 (1 TB),34338.96,24344,4288,0.2983073673900401,0.07051023968650186,0.17301894715309407,Entry Creator
AMD Ryzen 7 5700X3D,MAINBOARD (AM4) MSI A520M-A PRO DDR4,GeForce RTX 5090,RAM DDR4(2666) 16GB BLACKBERRY x2 (Total: 32.0GB),POWER SUPPLY (80+BRONZE) 750W ASUS PRIME (90YE00Y0-B0DA00),1 TB SSD M.2 PCIe 5.0 SAMSUNG 9100 PRO (MZ-VAP1T0BW) NVMe M.2 2280 (1 TB),154279.2888,26305,38918,0.32831869241835265,1.0,0.6977434115882588,Pro Creator
Intel Xeon E-2468,MAINBOARD (1700) ASUS PRIME H610M-F DDR4 R2.0,GeForce RTX 5080,RAM DDR4(3200) 16GB HIKSEMI FUTURE WHITE RGB (HSC416U32F4) x2 (Total: 32.0GB),POWER SUPPLY (80+GOLD) 1000W THERMALTAKE TOUGHPOWER GT (PS-TPT-1000FNFAGE-3),2 TB SSD M.2 PCIe 5.0 LEXAR NQ790 NVMe M.2 2280 (2 TB),82737.12,26652,35722,0.3336292124514095,0.9142174624902702,0.652952749972783,Pro Creator
Intel Core i7-14700,MAINBOARD (1700) MSI PRO B760M-E DDR5,Quadro M2000,RAM DDR5(5600) 16GB (8GBX2) KINGSTON FURY BEAST (KF556C40BBK2-16) x2 (Total: 32.0GB),POWER SUPPLY (80+ GOLD) 750W ANTEC GSK V2,1 TB SSD M.2 PCIe 4.0 SANDISK EXTREME G26 (SDSSDX3N-1T00-G26) NVMe M.2 2280 (1 TB),46914.3584,40794,4034,0.5500596859600257,0.06369272888316288,0.2825578595677512,Entry Creator
Intel Core i9-14900F,MAINBOARD (1700) MSI B760 GAMING PLUS WIFI DDR5,Quadro P5000,RAM DDR5(5200) 32GB (16GBX2) APACER GAMING BLACK (AH5U32G52C5227BAA-2) x2 (Total: 64.0GB),POWER SUPPLY (80+GOLD) 1000W THERMALTAKE TOUGHPOWER GT SNOW (PS-TPT-1000FNFAGE-W),1 TB SSD M.2 PCIe 4.0 SANDISK EXTREME G26 (SDSSDX3N-1T00-G26) NVMe M.2 2280 (1 TB),121290.2824,46707,12637,0.640552783814392,0.2946023566041281,0.45028004884874684,Entry Creator
Intel Core i7-6950X @ 3.00GHz,MAINBOARD (1151) LONGWELL H110-D4C DDR4 (REV. 2.0),GeForce RTX 4080 SUPER,RAM DDR4(3200) 32GB (16GBX2) KINGSTON FURY BEAST (KF432C16BB1K2/32) x2 (Total: 64.0GB),POWER SUPPLY (80+ GOLD) 1250W SEGOTEP GM1250W,1 TB SSD M.2 PCIe 5.0 SAMSUNG 9100 PRO (MZ-VAP1T0BW) NVMe M.2 2280 (1 TB),74144.8816,17586,34251,0.19488231153010316,0.8747349491370748,0.5688012622139377,Pro Creator
Intel Core i7-9800X @ 3.80GHz,MAINBOARD (1151V2) GIGABYTE H310M M.2 2.0 DDR4 (REV. 1.3),GeForce RTX 4080 SUPER,RAM DDR4(3600) 16GB (8GBX2) KINGSTON FURY BEAST (KF436C17BBK2/16) x2 (Total: 32.0GB),POWER SUPPLY (80+ GOLD) 850W NZXT WHITE (PA-8G2BW-US),2 TB SSD M.2 PCIe 4.0 WD SN5000 BLUE (WDS200T4B0E) NVMe M.2 2280 (2 TB),66795.1168,18145,34251,0.20343729913378839,0.8747349491370748,0.572651006635596,Pro Creator
AMD Ryzen 7 7700X,MAINBOARD (AM5) ASUS TUF GAMING B650M-PLUS WIFI DDR5,GeForce RTX 4070 Ti SUPER,RAM DDR5(5200) 64GB (32GBX2) KINGSTON FURY BEAST (KF552C40BBK2-64) x2 (Total: 128.0GB),POWER SUPPLY (80+ GOLD) 1250W SEGOTEP GM1250W,1 TB SSD M.2 PCIe 5.0 WD BLACK SN8100 (WDS100T1X0M) NVMe M.2 2280 (1 TB),98390.0,35581,31797,0.47027945272565885,0.8088681321630834,0.6565032264162424,Pro Creator
Intel Core i7-10700K @ 3.80GHz,MAINBOARD (1200) LONGWELL H410-VH DDR4,GeForce RTX 4070 Ti,RAM DDR4(3200) 16GB HIKSEMI ARMOR WHITE (HSC416U32E2) x2 (Total: 32.0GB),POWER SUPPLY (80+ BRONZE) 700W ITSONAS AURORA ARGB,1 TB SSD M.2 PCIe 4.0 KLEVV CRAS C910G (K01TBM2SP0-10G) NVMe M.2 2280 (1 TB),53291.2616,18541,31568,0.20949771969024517,0.8027216362025927,0.5357708737720364,Pro Creator
AMD Ryzen 7 8700F,MAINBOARD (AM5) ASUS ROG STRIX X870-F GAMING WIFI DDR5,Radeon PRO W6800,RAM DDR5(5200) 16GB KINGSTON FURY BEAST RGB WHITE (KF552C40BWA-16) x2 (Total: 32.0GB),POWER SUPPLY (80+ GOLD) 1000W NZXT BLACK (PA-0G2BB-US),2 TB SSD M.2 PCIe 5.0 LEXAR NQ790 NVMe M.2 2280 (2 TB),115626.124,31160,20158,0.4026200606042056,0.49647046192661776,0.4542377813315323,Entry Creator
AMD Ryzen 7 7700,MAINBOARD (AM5) ASUS TUF GAMING A620M PLUS WIFI DDR5,Radeon RX 7900 GRE,RAM DDR5(5200) 32GB (16GBX2) APACER NOX (AH5U32G52C502MBAA-2) x2 (Total: 64.0GB),POWER SUPPLY (80+ GOLD) 850W GIGABYTE UD850GM PG5 ICE,1 TB SSD M.2 PCIe 4.0 KLEVV CRAS C925G (K01TBM2SP0-25G) NVMe M.2 2280 (1 TB),64358.177599999995,34405,27291,0.4522818401640598,0.6879244168881015,0.5818852573622827,Pro Creator
Intel Core i9-7920X @ 2.90GHz,MAINBOARD (1151) LONGWELL H110-D4C DDR4 (REV. 2.0),Radeon RX 7900 XTX,RAM DDR4(3200) 16GB BLACKBERRY PRO SERIES WHITE x2 (Total: 32.0GB),POWER SUPPLY (CYBENETICS GOLD) 1000W EINAREX NEXUS MASTER L1 BLACK (EXPS-NL1-1000-BK),1 TB SSD M.2 PCIe 4.0 SAMSUNG 990 PRO (MZ-V9P1T0BW) NVMe M.2 2280 (1 TB),70972.2824,23483,31353,0.28513054390744086,0.7969509085540971,0.5666317444631018,Pro Creator
AMD Ryzen 7 2700,MAINBOARD (AM4) ASROCK B550M PHANTOM GAMING4,TITAN V,RAM DDR4(2666) 16GB BLACKBERRY MAXIMUS GRAY x2 (Total: 32.0GB),POWER SUPPLY (FULL) 650W NUBWO NPS-650 WHITE,1 TB SSD M.2 PCIe 5.0 SAMSUNG 9100 PRO (MZ-VAP1T0BW) NVMe M.2 2280 (1 TB),48192.4744,15628,20072,0.16491689877873345,0.49416217086721953,0.3460017984274008,Entry Creator
Intel Core i9-13900K,MAINBOARD (1700) MSI PRO B760M-A WIFI DDR5,RTX PRO 5000 Blackwell,RAM DDR5(4800) 16GB APACER (FL.16G2A.PTH) x2 (Total: 32.0GB),POWER SUPPLY (FULL) 700W AEROCOOL SUPERB,1 TB SSD M.2 PCIe 4.0 SAMSUNG 990 PRO (MZ-V9P1T0BW) NVMe M.2 2280 (1 TB),209434.4888,58283,31628,0.8177129564445532,0.8043320718254287,0.8103534699040348,Ultimate Workstation
Intel Core i9-13900KS,MAINBOARD (1700) ASUS PRIME B760M-A-WIFI-CSM DDR5,RTX A5000,RAM DDR5(5600) 16GB (8GBX2) KINGSTON FURY BEAST (KF556C40BBK2-16) x2 (Total: 32.0GB),POWER SUPPLY (80+ WHITE) 750W MONTECH AP750,1 TB SSD M.2 PCIe 4.0 SAMSUNG 990 PRO (MZ-V9P1T0BW) NVMe M.2 2280 (1 TB),122978.1976,60519,23015,0.8519329068592941,0.5731540381673242,0.6986045290787107,Pro Creator
AMD Ryzen 7 2700X,MAINBOARD (AM4) ASROCK B550M PHANTOM GAMING4,Radeon Pro 555,RAM DDR4(3200) 16GB (8GBX2) APACER NOX RGB BLACK (AH4U16G32C28YNBAA-2) x2 (Total: 32.0GB),POWER SUPPLY (80+ BRONZE) 600W ITSONAS AURORA ARGB,2 TB SSD M.2 PCIe 5.0 LEXAR NQ790 NVMe M.2 2280 (2 TB),63546.8,17445,3140,0.192724434513789,0.03969723810290684,0.10855947648780381,Entry Creator
AMD Ryzen 7 9700X,MAINBOARD (AM5) ASROCK X870 STEEL LEGEND WIFI DDR5,Radeon Pro WX 3200,RAM DDR5(5200) 32GB (16GBX2) ZADAK SPARK RGB (ZD5-SPR52C50-32G2W2) x2 (Total: 64.0GB),POWER SUPPLY (FULL) 750W ANTEC ATOM V750,1 TB SSD M.2 PCIe 4.0 SAMSUNG 990 EVO PLUS (MZ-V9S1T0BW) NVMe M.2 2280 (1 TB),56069.2968,37087,2222,0.49332741575097183,0.015057573073516385,0.23027900227837136,Entry Creator
Intel Xeon E3-1225 v5 @ 3.30GHz,MAINBOARD (1151) LONGWELL H110-D4C DDR4 (REV. 2.0),Quadro P620,RAM DDR4(3200) 32GB (16GBX2) CORSAIR VENGEANCE LPX BLACK (CMK32GX4M2E3200C16) x2 (Total: 64.0GB),POWER SUPPLY (80+ GOLD) 850W MSI MAG A850GL PCIE5,1 TB SSD M.2 PCIe 4.0 SAMSUNG 990 PRO (MZ-V9P1T0BW) NVMe M.2 2280 (1 TB),49326.0,5957,3703,0.01691102200728474,0.05480849236385108,0.037754630703396234,Entry Creator
Intel Xeon E-2468,MAINBOARD (1700) ASROCK H610M-HVS/M.2 R2.0 DDR4,GeForce RTX 4070 Ti,RAM DDR4(2666) 16GB HYNIX 16 CHIP x2 (Total: 32.0GB),POWER SUPPLY (80+GOLD) 1000W THERMALTAKE TOUGHPOWER GT SNOW (PS-TPT-1000FNFAGE-W),2 TB SSD M.2 PCIe 4.0 KINGSTON NV3 (SNV3S/2000G) NVMe M.2 2280 (2 TB),60557.12,26652,31568,0.3336292124514095,0.8027216362025927,0.5916300455145603,Pro Creator
Intel Core i7-12700F,MAINBOARD (1700) ASROCK H610M-H2/M.2 DDR5,Quadro RTX 6000,RAM DDR5(5600) 32GB (16GBX2) CORSAIR VENGEANCE RGB BLACK (CMH32GX5M2B5600C40K) x2 (Total: 64.0GB),POWER SUPPLY (CYBENETICS PLATINUM) 850W MONTECH CENTURY II,1 TB SSD M.2 PCIe 4.0 SAMSUNG 990 EVO PLUS (MZ-V9S1T0BW) NVMe M.2 2280 (1 TB),267818.8888,30310,17826,0.38961158213706343,0.4338781973857262,0.41395822052382797,Entry Creator
Intel Core i9-12900KF,MAINBOARD (1700) ASROCK H610M-HVS/M.2 R2.0 DDR4,RTX A5500,RAM DDR4(3200) 16GB HIKSEMI (HSC416U32Z1) x2 (Total: 32.0GB),POWER SUPPLY (80+ BRONZE) 750W GIGABYTE P750BS,1 TB SSD M.2 PCIe 4.0 KLEVV CRAS C925G (K01TBM2SP0-25G) NVMe M.2 2280 (1 TB),101680.48879999999,40740,21216,0.5492332649750543,0.5248678100759588,0.5358322647805518,Pro Creator
Intel Xeon E3-1268L v5 @ 2.40GHz,MAINBOARD (1151) LONGWELL H110-D4C DDR4 (REV. 2.0),Radeon Pro WX 4150,RAM DDR4(3200) 16GB HYNIX 16 CHIP x2 (Total: 32.0GB),POWER SUPPLY (80+ PLATINUM) 1000W GIGABYTE AORUS P1000W (GP-AE1000PM PG5),1 TB SSD M.2 PCIe 4.0 HIKSEMI FUTURE NVMe M.2 2280 (1 TB),54417.5248,6334,2579,0.02268066480977013,0.024639665029390447,0.023758114930561305,Entry Creator
Intel Core i9-9900K @ 3.60GHz,MAINBOARD (1151V2) GIGABYTE H310M M.2 2.0 DDR4 (REV. 1.3),Quadro GV100,RAM DDR4(3200) 16GB APACER NOX RGB BLACK (AH4U16G32C28YNBAA-1) x2 (Total: 32.0GB),POWER SUPPLY (80+ PLATINUM) 1500W NZXT BLACK (PA-5P1BB-US),1 TB SSD M.2 PCIe 5.0 WD BLACK SN8100 (WDS100T1X0M) NVMe M.2 2280 (1 TB),357086.5192,18081,18880,0.20245783722567412,0.4621681831602115,0.3452985274896697,Entry Creator
Intel Core i7-7820EQ @ 3.00GHz,MAINBOARD (1151) LONGWELL H110-D4C DDR4 (REV. 2.0),Quadro GV100,RAM DDR4(3200) 16GB (8GBX2) KINGBANK KJXS (KBK-KJXS16G32) x2 (Total: 32.0GB),POWER SUPPLY (80+ BRONZE) 750W ITSONAS DARK FOREST WHITE SFX,1 TB SSD M.2 PCIe 3.0 HIKSEMI CITY E3000 NVMe M.2 2280 (1 TB),347458.36,7061,18880,0.033806739922255205,0.4621681831602115,0.2694055337031312,Entry Creator
Intel Core i7-13700TE,MAINBOARD (1700) ASUS PRIME B760M-A-WIFI-CSM DDR5,GeForce RTX 5080,RAM DDR5(5600) 96GB (48GBX2) G.SKILL TRIDENT Z5 RGB BLACK (F5-5600J4040D48GX2-TZ x2 (Total: 192.0GB),POWER SUPPLY (80+ WHITE) 700W SILVERSTONE (ST70F-ES230),1 TB SSD M.2 PCIe 4.0 SAMSUNG 990 PRO (MZ-V9P1T0BW) NVMe M.2 2280 (1 TB),221716.8,21802,35722,0.259404364727128,0.9142174624902702,0.6195515684968563,Pro Creator
AMD Ryzen 9 9900X,MAINBOARD (AM5) ASUS ROG STRIX X870-A GAMING WIFI DDR5,GeForce RTX 5090,RAM DDR5(5200) 32GB (16GBX2) BLACKBERRY 5200 PRO SERIES BLACK x2 (Total: 64.0GB),POWER SUPPLY (80+ BRONZE) 750W ASUS TUF GAMING 750B,1 TB SSD M.2 PCIe 3.0 SANDISK PLUS G26 (SDSSDA3N-1T00-G26) NVMe M.2 2280 (1 TB),182911.4888,54443,38918,0.7589452419576994,1.0,0.8915253588809648,Ultimate Workstation
Intel Core i7-12700K,MAINBOARD (1700) ASROCK H610M-H2/M.2 DDR5,Quadro P400,RAM DDR5(4800) 16GB ADATA (AD5U480016G-B) x2 (Total: 32.0GB),POWER SUPPLY (80+ BRONZE) 650W MSI MAG A650BN,1 TB SSD M.2 PCIe 3.0 SANDISK PLUS G26 (SDSSDA3N-1T00-G26) NVMe M.2 2280 (1 TB),39943.08,34317,1661,0.45093508004040284,0.0,0.20292078601818128,Entry Creator
AMD Ryzen 9 3900X,MAINBOARD (AM4) MSI A520M-A PRO DDR4,RTX A1000,RAM DDR4(3200) 16GB (8GBX2) BLACKBERRY MAXIMUS x2 (Total: 32.0GB),POWER SUPPLY (80+GOLD) 850W ASUS PRIME 850G,1 TB SSD M.2 PCIe 4.0 KINGSTON NV3 (SNV3S/1000G) NVMe M.2 2280 (1 TB),40691.68,32504,10781,0.42318876067460437,0.2447862146710685,0.32506736037265965,Entry Creator
Intel Core i7-12700T,MAINBOARD (1700) GIGABYTE H610M K DDR4 (REV. 2.0),Radeon Pro WX 5100,RAM DDR4(3200) 16GB (8GBX2) KINGSTON FURY BEAST RGB (KF432C16BB2AK2/16) x2 (Total: 32.0GB),POWER SUPPLY (80+ GOLD) 850W ANTEC GSK V2,1 TB SSD M.2 PCIe 4.0 KLEVV CRAS C925G (K01TBM2SP0-25G) NVMe M.2 2280 (1 TB),40509.68,21235,5466,0.25072694438492854,0.10212845908151488,0.16899777746805103,Entry Creator
Intel Core i9-13900F,MAINBOARD (1700) GIGABYTE B760M E DDR5 (REV. 1.0),RTX A2000,RAM DDR5(4800) 16GB BLACKBERRY x2 (Total: 32.0GB),POWER SUPPLY (80+GOLD) 1000W THERMALTAKE TOUGHPOWER GT (PS-TPT-1000FNFAGE-3),1 TB SSD M.2 PCIe 4.0 WD BLACK SN7100 (WDS100T4X0E) NVMe M.2 2280 (1 TB),61465.6464,48517,13432,0.6682531909032475,0.3159406286067048,0.474481281640149,Entry Creator
Intel Core i9-11900F @ 2.50GHz,MAINBOARD (1200) LONGWELL H410-VH DDR4,Radeon RX 7900 XT,RAM DDR4(3200) 16GB (8GBX2) KINGSTON FURY BEAST (KF432C16BBK2/16WP) x2 (Total: 32.0GB),POWER SUPPLY (80+ GOLD) 1000W ASUS ROG STRIX AURA GAMING 1000G,1 TB SSD M.2 PCIe 5.0 SAMSUNG 9100 PRO (MZ-VAP1T0BW) NVMe M.2 2280 (1 TB),74900.76,22089,28996,0.2637966392213278,0.7336876291703571,0.5222366836932939,Pro Creator
Intel Core i9-13900T,MAINBOARD (1700) ASUS B760M-AYW WIFI DDR5,Quadro RTX 4000,RAM DDR5(5200) 32GB (16GBX2) BLACKBERRY 5200 PRO SERIES BLACK x2 (Total: 64.0GB),POWER SUPPLY (80+ GOLD) 850W CORSAIR SERIES RM850E WHITE (CP-9020293-NA),1 TB SSD M.2 PCIe 4.0 SANDISK EXTREME G26 (SDSSDX3N-1T00-G26) NVMe M.2 2280 (1 TB),81284.88,42285,14892,0.5728780876006244,0.3551278954290469,0.4531154819062568,Entry Creator
Intel Xeon E E-2486,MAINBOARD (1700) ASROCK H610M-H2/M.2 DDR5,RTX A4500,RAM DDR5(5600) 32GB (16GBX2) CORSAIR VENGEANCE BLACK (CMK32GX5M2B5600C40) x2 (Total: 64.0GB),POWER SUPPLY (80+ PLATINUM) 1500W NZXT BLACK (PA-5P1BB-US),1 TB SSD M.2 PCIe 4.0 HIKSEMI FUTURE LITE NVMe M.2 2280 (1 TB),97646.72,23605,21101,0.2869976431697836,0.5217811417988565,0.41612856741577375,Entry Creator
AMD Ryzen 7 7700X,MAINBOARD (AM5) ASROCK X870 PRO RS WIFI DDR5,Quadro M4000,RAM DDR5(5200) 16GB KINGSTON FURY BEAST RGB WHITE (KF552C40BWA-16) x2 (Total: 32.0GB),POWER SUPPLY (80+ GOLD) 750W COOLER MASTER MWE V3 NM FR (MPE-7506-ACAG-BTH),2 TB SSD M.2 PCIe 4.0 WD SN5000 BLUE (WDS200T4B0E) NVMe M.2 2280 (2 TB),45430.0,35581,6672,0.47027945272565885,0.13449821510051801,0.2855997720318314,Entry Creator
AMD Ryzen 7 5700X,MAINBOARD (AM4) GIGABYTE B550 EAGLE WIFI6 DDR4 (REV. 1.0),Radeon Pro W5500,RAM DDR4(3200) 16GB KINGBANK KJXS SILVER x2 (Total: 32.0GB),POWER SUPPLY (80+ BRONZE) 750W THERMALTAKE SMART BX1,2 TB SSD M.2 PCIe 4.0 WD SN5000 BLUE (WDS200T4B0E) NVMe M.2 2280 (2 TB),39345.6888,26604,8940,0.33289461602032383,0.19537268164371793,0.25725755211319057,Entry Creator
AMD Ryzen 7 1700,MAINBOARD (AM4) LONGWELL A520M-YH DDR4,RTX A6000,RAM DDR4(2666) 16GB (8GBX2) BLACKBERRY MAXIMUS x2 (Total: 32.0GB),POWER SUPPLY (80+ BRONZE) 850W ITSONAS FROZEN,1 TB SSD M.2 PCIe 5.0 LEXAR NM990 NVMe M.2 2280 (1 TB),166632.6888,14763,22795,0.15167885892687705,0.5672491075502589,0.3802424956697371,Entry Creator
AMD Ryzen 7 8700F,MAINBOARD (AM5) ASUS TUF GAMING B850M-PLUS WIFI DDR5,RTX A4500,RAM DDR5(5200) 32GB (16GBX2) APACER GAMING BLACK (AH5U32G52C5027BAA-2) x2 (Total: 64.0GB),POWER SUPPLY (80+ GOLD) 850W COOLER MASTER MWE V3 (MPE-8506-ACAG-BTH),1 TB SSD M.2 PCIe 5.0 SAMSUNG 9100 PRO (MZ-VAP1T0BW) NVMe M.2 2280 (1 TB),87966.124,31160,21101,0.4026200606042056,0.5217811417988565,0.4681586552612636,Entry Creator
Intel Core i7-9700T @ 2.00GHz,MAINBOARD (1151V2) LONGWELL H310-H3M DDR4 (REV. 2.0),GeForce RTX 3090 Ti,RAM DDR4(3200) 32GB (16GBX2) KINGSTON FURY BEAST RGB (KF432C16BB12AK2/32WP) x2 (Total: 64.0GB),POWER SUPPLY (80+ BRONZE) 850W ITSONAS FROZEN,1 TB SSD M.2 PCIe 5.0 LEXAR NM990 NVMe M.2 2280 (1 TB),64447.8096,10551,29325,0.0872180220991093,0.7425181845022412,0.4476331114208319,Entry Creator
Intel Core i7-8086K @ 4.00GHz,MAINBOARD (1151V2) LONGWELL H310-D4N V3 DDR4,Radeon Pro WX 4150,RAM DDR4(3200) 16GB BLACKBERRY ASGARD x2 (Total: 32.0GB),POWER SUPPLY (80+ GOLD) 1000W ASUS ROG STRIX AURA GAMING 1000G,1 TB SSD M.2 PCIe 4.0 KLEVV CRAS C910G (K01TBM2SP0-10G) NVMe M.2 2280 (1 TB),50320.08,14070,2579,0.14107312295307767,0.024639665029390447,0.0770347210950497,Entry Creator
AMD Ryzen 7 PRO 5750GE,MAINBOARD (AM4) ASROCK B450M HDV DDR4 R4.0,Quadro P2200,RAM DDR4(3200) 32GB ADATA 16 CHIP (AD4U320032G22-SGN) x2 (Total: 64.0GB),POWER SUPPLY (80+ GOLD) 850W ASUS ROG STRIX AURA GAMIN G850G,2 TB SSD M.2 PCIe 4.0 KINGSTON NV3 (SNV3S/2000G) NVMe M.2 2280 (2 TB),64389.7088,21046,9411,0.2478344709375287,0.20801460128298035,0.22593354262752713,Entry Creator
AMD Ryzen 7 5800XT,MAINBOARD (AM4) GIGABYTE B550 EAGLE WIFI6 DDR4 (REV. 1.0),Quadro RTX 8000,RAM DDR4(3200) 16GB (8GBX2) ADATA D35 XPG BLACK (AX4U32008G16A-DTBKD35) x2 (Total: 32.0GB),POWER SUPPLY (80+ GOLD) 750W ASUS TUF GAMING 750G,1 TB SSD M.2 PCIe 5.0 WD BLACK SN8100 (WDS100T1X0M) NVMe M.2 2280 (1 TB),162605.28,27996,19911,0.3541979125218083,0.4898408352792764,0.42880152003841576,Entry Creator
Intel Core i9-7940X @ 3.10GHz,MAINBOARD (1151) LONGWELL H110-D4C DDR4 (REV. 2.0),Quadro M5000,RAM DDR4(3200) 16GB (8GBX2) KINGBANK KJXS (KBK-KJXS16G32) x2 (Total: 32.0GB),POWER SUPPLY (CYBENETICS GOLD) 750W EINAREX NEXUS MASTER L1 BLACK (EXPS-NL1-750-BK),1 TB SSD M.2 PCIe 4.0 KLEVV CRAS C910G (K01TBM2SP0-10G) NVMe M.2 2280 (1 TB),42353.1456,25433,9396,0.31497352392029626,0.20761199237727138,0.2559246815716326,Entry Creator
Intel Core i7-6950X @ 3.00GHz,MAINBOARD (1151) LONGWELL H110-D4C DDR4 (REV. 2.0),RTX A400,RAM DDR4(3200) 16GB HIKSEMI ARMOR BLACK (HSC416U32D2)Recommend x2 (Total: 32.0GB),POWER SUPPLY (80+ GOLD) 1000w. ASUS TUF GAMING 1000G WHITE,1 TB SSD M.2 PCIe 3.0 SANDISK PLUS G26 (SDSSDA3N-1T00-G26) NVMe M.2 2280 (1 TB),31699.8816,17586,5990,0.19488231153010316,0.11619293018761573,0.15160315179173506,Entry Creator
Intel Core i7-7700 @ 3.60GHz,MAINBOARD (1151) LONGWELL H110-D4C DDR4 (REV. 2.0),Quadro M2200,RAM DDR4(3200) 16GB HIKSEMI ARMOR PURPLE (HSC416U32Z2) x2 (Total: 32.0GB),POWER SUPPLY 620W TSUNAMI EXTREME+PRO,1 TB SSD M.2 PCIe 4.0 SAMSUNG 990 EVO PLUS (MZ-V9S1T0BW) NVMe M.2 2280 (1 TB),26419.9784,8642,4288,0.05800250987113954,0.07051023968650186,0.06488176126958882,Entry Creator
